type,location,bedroom,bathroom,size_sqm,price
Apartment, North Investors Area,3,3,170,4000000
Apartment, 5th Settlement Compounds,3,3,170,4000000
Apartment, Mokattam,3,3,170,4000000
Penthouse, North Investors Area,3,3,179,4000000
Apartment, South Investors Area,3,3,184,4000000
Apartment, 5th Settlement Compounds,3,3,187,4000000
Apartment, 5th Settlement Compounds,3,3,187,4000000
Apartment, 5th Settlement Compounds,3,3,188,4000000
Apartment, Al Andalus District,3,3,188,4000000
Apartment, 5th Settlement Compounds,3,3,190,4000000
Apartment, 5th Settlement Compounds,3,3,190,4000000
Apartment, 5th Settlement Compounds,3,3,192,4000000
Apartment, North Investors Area,3,3,195,4000000
Apartment, 5th Settlement Compounds,3,3,199,4000000
Apartment, 5th Settlement Compounds,3,3,200,4000000
Apartment, 5th Settlement Compounds,3,3,200,4000000
Apartment, North Investors Area,3,3,205,4000000
Penthouse, South Investors Area,3,3,205,4000000
Penthouse, South Investors Area,3,3,205,4000000
Apartment, 5th Settlement Compounds,3,3,210,4000000
Apartment, New Cairo City,3,3,211,4000000
Apartment, 5th Settlement Compounds,3,3,212,4000000
Apartment, 5th Settlement Compounds,3,3,212,4000000
Apartment, 5th Settlement Compounds,3,3,215,4000000
Duplex, El Banafseg 8,4,3,220,4000000
Apartment, 5th Settlement Compounds,3,3,221,4000000
Duplex, South Investors Area,3,3,225,4000000
Apartment, Al Rehab,3,3,226,4000000
Apartment, Almazah,3,3,227,4000000
Apartment, South Investors Area,3,3,230,4000000
Villa, Cairo,3,3,231,4000000
Apartment, 5th Settlement Compounds,4,3,233,4000000
Townhouse, Cairo,3,3,240,4000000
Villa, 5th Settlement Compounds,3,3,245,4000000
Townhouse, 3rd District West,3,3,245,4000000
Villa, 5th Settlement Compounds,3,3,245,4000000
Villa, El Shorouk Compounds,4,3,245,4000000
Apartment, Abou El Houl,3,3,250,4000000
Apartment, Al Narges 1,3,3,250,4000000
Penthouse, South Investors Area,3,3,260,4000000
Penthouse, South Investors Area,4,3,260,4000000
Villa, Cairo,3,3,270,4000000
Apartment, 5th Settlement Compounds,3,3,274,4000000
Apartment, 5th Settlement Compounds,3,3,274,4000000
Apartment, 5th Settlement Compounds,3,3,274,4000000
Apartment, 5th Settlement Compounds,3,3,274,4000000
Apartment, 5th Settlement Compounds,3,3,274,4000000
Apartment, Hay El Maadi,4,3,280,4000000
Apartment, Sheraton Al Matar,3,3,288,4000000
Penthouse, North Investors Area,4,3,297,4000000
Duplex, El Shorouk Compounds,3,3,300,4000000
Apartment, Roxy,3,3,300,4000000
Townhouse, El Shorouk Compounds,3,3,300,4000000
Duplex, El Shorouk Compounds,3,3,300,4000000
Townhouse, El Shorouk Compounds,3,3,300,4000000
Duplex, El Shorouk Compounds,3,3,300,4000000
Townhouse, El Shorouk Compounds,3,3,300,4000000
Townhouse, New Capital Compounds,4,3,300,4000000
Apartment, North Investors Area,3,3,308,4000000
Apartment, El Yasmeen,3,3,320,4000000
Apartment, Cairo,3,3,330,4000000
Penthouse, The 1st Settlement,2,3,350,4000000
Apartment, Roxy,3,3,350,4000000
Apartment, Ard El Golf,4,3,350,4000000
Duplex, El Yasmeen,4,3,360,4000000
Duplex, Degla,4,3,400,4000000
Duplex, Degla,4,3,400,4000000
Duplex, Al Narges 1,5,3,430,4000000
Apartment, Mostakbal City Compounds,2,3,168,4006500
Apartment, 5th Settlement Compounds,3,3,184,4025000
Duplex, 5th Settlement Compounds,3,3,209,4035000
Apartment, 5th Settlement Compounds,3,3,175,4036785
Apartment, New Capital City,3,3,207,4046850
Villa, El Shorouk Compounds,3,3,130,4050000
Apartment, 5th Settlement Compounds,3,3,221,4050000
Apartment, New Capital Compounds,3,3,180,4054965
Penthouse, 5th Settlement Compounds,4,3,275,4055000
Penthouse, South Investors Area,3,3,206,4060000
Apartment, Ard El Golf,3,3,290,4060000
Apartment, 5th Settlement Compounds,3,3,190,4070000
Duplex, El Shorouk Compounds,3,3,220,4070000
Apartment, 5th Settlement Compounds,3,3,188,4078000
Apartment, New Capital Compounds,3,3,203,4078800
Apartment, 5th Settlement Compounds,3,3,174,4090000
Apartment, 5th Settlement Compounds,3,3,177,4092436
Villa, 5th Settlement Compounds,3,3,165,4094000
Apartment, 5th Settlement Compounds,3,3,150,4095209
Apartment, 5th Settlement Compounds,2,3,132,4100000
Apartment, 5th Settlement Compounds,2,3,132,4100000
Apartment, 5th Settlement Compounds,3,3,160,4100000
Apartment, El Shorouk Compounds,3,3,175,4100000
Penthouse, North Investors Area,3,3,179,4100000
Apartment, 5th Settlement Compounds,3,3,191,4100000
Apartment, 5th Settlement Compounds,3,3,191,4100000
Apartment, 5th Settlement Compounds,3,3,191,4100000
Apartment, 5th Settlement Compounds,3,3,199,4100000
Apartment, 5th Settlement Compounds,3,3,200,4100000
Apartment, 5th Settlement Compounds,3,3,200,4100000
Penthouse, El Katameya Compounds,3,3,211,4100000
Villa, 5th Settlement Compounds,3,3,222,4100000
Duplex, New Capital Compounds,3,3,225,4100000
Apartment, 5th Settlement Compounds,4,3,240,4100000
Apartment, 5th Settlement Compounds,3,3,274,4100000
Apartment, 5th Settlement Compounds,4,3,280,4100000
Apartment, District 5,3,3,337,4100000
Apartment, District 5,3,3,337,4100000
Apartment, Roxy,3,3,345,4100000
Apartment, 5th Settlement Compounds,3,3,191,4101000
Apartment, New Capital Compounds,3,3,161,4105500
Apartment, 5th Settlement Compounds,3,3,180,4108000
Apartment, 5th Settlement Compounds,3,3,204,4112700
Apartment, 5th Settlement Compounds,3,3,204,4112700
Penthouse, North Investors Area,3,3,180,4121350
Apartment, The 5th Settlement,2,3,150,4126000
Apartment, El Katameya Compounds,3,3,160,4130000
Apartment, New Capital Compounds,3,3,187,4136064
Apartment, New Capital Compounds,3,3,187,4136064
Villa, El Shorouk Compounds,3,3,130,4140000
Apartment, Mostakbal City Compounds,3,3,254,4147200
Hotel Apartment, New Capital Compounds,3,3,165,4150000
Townhouse, 5th Settlement Compounds,3,3,165,4150000
Apartment, 5th Settlement Compounds,3,3,188,4150000
Apartment, 5th Settlement Compounds,3,3,209,4150000
Apartment, 5th Settlement Compounds,3,3,209,4150000
Apartment, 5th Settlement Compounds,3,3,210,4150000
Apartment, North Investors Area,3,3,213,4150000
Apartment, 5th Settlement Compounds,3,3,220,4150000
Apartment, 5th Settlement Compounds,3,3,220,4150000
Villa, Cairo,3,3,231,4150000
iVilla, 5th Settlement Compounds,3,3,235,4150000
Villa, 5th Settlement Compounds,4,3,250,4150000
Townhouse, New Capital Compounds,4,3,300,4150000
Apartment, El Hegaz Square,4,3,320,4150000
Penthouse, 5th Settlement Compounds,3,3,384,4150000
Duplex, El Banafseg 8,4,3,440,4150000
Apartment, South Investors Area,3,3,157,4152713
Apartment, 5th Settlement Compounds,3,3,170,4152783
Apartment, 5th Settlement Compounds,2,3,145,4181769
Townhouse, New Capital Compounds,4,3,300,4185910
Duplex, El Yasmeen 7,4,3,300,4199500
Townhouse, 5th Settlement Compounds,3,3,145,4200000
Townhouse, 5th Settlement Compounds,3,3,145,4200000
Townhouse, Ring Road,3,3,147,4200000
Apartment, 5th Settlement Compounds,3,3,160,4200000
Villa, 5th Settlement Compounds,3,3,170,4200000
Penthouse, North Investors Area,4,3,170,4200000
iVilla, Cairo,3,3,180,4200000
Apartment, 5th Settlement Compounds,3,3,185,4200000
Apartment, 5th Settlement Compounds,3,3,187,4200000
Apartment, 5th Settlement Compounds,3,3,187,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,191,4200000
Apartment, 5th Settlement Compounds,3,3,192,4200000
Apartment, North Investors Area,3,3,195,4200000
Apartment, Al Rehab,3,3,196,4200000
Apartment, 5th Settlement Compounds,3,3,199,4200000
Apartment, 5th Settlement Compounds,3,3,202,4200000
Apartment, 5th Settlement Compounds,3,3,215,4200000
Apartment, 5th Settlement Compounds,3,3,215,4200000
Apartment, El Katameya Compounds,3,3,215,4200000
Apartment, 5th Settlement Compounds,3,3,215,4200000
Apartment, 5th Settlement Compounds,3,3,220,4200000
Apartment, 5th Settlement Compounds,3,3,220,4200000
Apartment, District 5,3,3,220,4200000
Apartment, 5th Settlement Compounds,3,3,220,4200000
Apartment, 5th Settlement Compounds,3,3,240,4200000
Penthouse, 5th Settlement Compounds,3,3,245,4200000
Apartment, Hay El Maadi,4,3,250,4200000
Duplex, 5th Settlement Compounds,4,3,250,4200000
iVilla, Mostakbal City Compounds,4,3,260,4200000
Duplex, 5th Settlement Compounds,3,3,266,4200000
iVilla, 5th Settlement Compounds,3,3,278,4200000
Duplex, District 2,3,3,300,4200000
Villa, South Investors Area,4,3,303,4200000
Duplex, 5th Settlement Compounds,3,3,305,4200000
Villa, New Capital Compounds,4,3,330,4200000
Apartment, 5th Settlement Compounds,3,3,191,4220000
Apartment, North Investors Area,3,3,167,4226000
Apartment, 5th Settlement Compounds,3,3,225,4228819
Apartment, 5th Settlement Compounds,4,3,220,4235000
Apartment, 5th Settlement Compounds,4,3,220,4235000
Apartment, 5th Settlement Compounds,4,3,220,4235000
Apartment, Uptown Cairo,3,3,155,4250000
Apartment, 5th Settlement Compounds,2,3,156,4250000
Apartment, 5th Settlement Compounds,3,3,157,4250000
Apartment, 5th Settlement Compounds,2,3,162,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250000
Apartment, Cairo,3,3,203,4250000
Apartment, 5th Settlement Compounds,4,3,209,4250000
Apartment, 5th Settlement Compounds,3,3,211,4250000
Apartment, South Investors Area,3,3,225,4250000
Apartment, South Investors Area,3,3,225,4250000
iVilla, 5th Settlement Compounds,3,3,278,4250000
Apartment, El Korba,3,3,280,4250000
Apartment, North Investors Area,3,3,295,4250000
Townhouse, New Capital Compounds,4,3,300,4250000
Apartment, 5th Settlement Compounds,3,3,191,4250001
Villa, 5th Settlement Compounds,3,3,192,4270000
Villa, 5th Settlement Compounds,3,3,192,4270000
Apartment, 5th Settlement Compounds,3,3,160,4289252
Apartment, 5th Settlement Compounds,3,3,188,4290000
Townhouse, 5th Settlement Compounds,4,3,218,4290000
Villa, Mostakbal City Compounds,4,3,218,4290000
Apartment, 5th Settlement Compounds,2,3,133,4300000
Apartment, 5th Settlement Compounds,3,3,160,4300000
Apartment, El Katameya Compounds,3,3,160,4300000
Townhouse, 5th Settlement Compounds,4,3,166,4300000
Apartment, 5th Settlement Compounds,3,3,171,4300000
Apartment, El Katameya Compounds,3,3,182,4300000
Apartment, 5th Settlement Compounds,3,3,187,4300000
Apartment, 5th Settlement Compounds,3,3,190,4300000
Apartment, North Investors Area,2,3,195,4300000
Apartment, North Investors Area,2,3,195,4300000
Apartment, 5th Settlement Compounds,3,3,199,4300000
Apartment, 5th Settlement Compounds,3,3,199,4300000
Apartment, 5th Settlement Compounds,3,3,199,4300000
Apartment, 5th Settlement Compounds,3,3,200,4300000
Duplex, 5th Settlement Compounds,3,3,202,4300000
Apartment, North Investors Area,3,3,202,4300000
Penthouse, 5th Settlement Compounds,3,3,210,4300000
Penthouse, El Katameya Compounds,3,3,211,4300000
Penthouse, El Katameya Compounds,3,3,211,4300000
iVilla, El Katameya Compounds,3,3,215,4300000
Duplex, 5th Settlement Compounds,4,3,219,4300000
Apartment, North Investors Area,3,3,220,4300000
Apartment, North Investors Area,3,3,220,4300000
Apartment, North Investors Area,3,3,220,4300000
Townhouse, Cairo,3,3,220,4300000
Townhouse, Cairo,3,3,220,4300000
Duplex, 5th Settlement Compounds,4,3,220,4300000
Duplex, 5th Settlement Compounds,4,3,220,4300000
Townhouse, El Patio,2,3,225,4300000
Apartment, New Capital Compounds,3,3,225,4300000
Duplex, 5th Settlement Compounds,3,3,234,4300000
iVilla, 5th Settlement Compounds,3,3,234,4300000
iVilla, 5th Settlement Compounds,3,3,235,4300000
iVilla, 5th Settlement Compounds,3,3,235,4300000
Apartment, New Cairo City,3,3,243,4300000
Townhouse, 5th Settlement Compounds,2,3,250,4300000
Townhouse, 5th Settlement Compounds,3,3,251,4300000
Duplex, 5th Settlement Compounds,3,3,256,4300000
Apartment, El Katameya Compounds,3,3,260,4300000
Duplex, 5th Settlement Compounds,4,3,320,4300000
Apartment, New Capital Compounds,4,3,360,4300000
Duplex, New Capital Compounds,3,3,278,4328000
Apartment, 5th Settlement Compounds,3,3,177,4330000
Penthouse, El Katameya Compounds,3,3,224,4347000
Apartment, Uptown Cairo,3,3,175,4350000
Penthouse, North Investors Area,3,3,185,4350000
Apartment, 5th Settlement Compounds,3,3,185,4350000
Apartment, 5th Settlement Compounds,3,3,188,4350000
Apartment, 5th Settlement Compounds,3,3,191,4350000
Apartment, 5th Settlement Compounds,3,3,191,4350000
Apartment, 5th Settlement Compounds,3,3,202,4350000
Apartment, 5th Settlement Compounds,3,3,202,4350000
Penthouse, Al Andalus District,3,3,207,4350000
Apartment, 5th Settlement Compounds,3,3,210,4350000
Apartment, 5th Settlement Compounds,3,3,211,4350000
Apartment, 5th Settlement Compounds,3,3,215,4350000
Apartment, 5th Settlement Compounds,3,3,215,4350000
Apartment, Almazah,4,3,250,4350000
Duplex, 5th Settlement Compounds,3,3,278,4350000
Apartment, 5th Settlement Compounds,3,3,167,4358109
Apartment, Uptown Cairo,2,3,179,4360000
Duplex, 5th Settlement Compounds,3,3,244,4360000
Apartment, 5th Settlement Compounds,3,3,186,4360888
Penthouse, South Investors Area,4,3,284,4367000
Penthouse, South Investors Area,4,3,284,4367000
Penthouse, South Investors Area,4,3,285,4367000
Apartment, 5th Settlement Compounds,3,3,177,4380000
Apartment, 5th Settlement Compounds,3,3,165,4381000
Apartment, 5th Settlement Compounds,4,3,220,4390000
Apartment, 6th District,3,3,197,4395000
Apartment, 5th Settlement Compounds,2,3,155,4400000
Townhouse, 5th Settlement Compounds,3,3,166,4400000
Apartment, 5th Settlement Compounds,3,3,187,4400000
Apartment, 5th Settlement Compounds,3,3,187,4400000
Apartment, 5th Settlement Compounds,3,3,200,4400000
Villa, 5th Settlement Compounds,3,3,200,4400000
Villa, 5th Settlement Compounds,4,3,200,4400000
Apartment, Cairo,4,3,200,4400000
Apartment, 5th Settlement Compounds,3,3,210,4400000
Penthouse, 5th Settlement Compounds,3,3,220,4400000
Apartment, North Investors Area,3,3,220,4400000
Penthouse, 5th Settlement Compounds,4,3,220,4400000
Duplex, Mostakbal City Compounds,3,3,224,4400000
Villa, Cairo,3,3,230,4400000
Duplex, 5th Settlement Compounds,3,3,255,4400000
Apartment, 5th Settlement Compounds,3,3,258,4400000
Penthouse, 5th Settlement Compounds,3,3,268,4400000
Townhouse, 5th Settlement Compounds,4,3,268,4400000
Townhouse, 5th Settlement Compounds,3,3,287,4400000
iVilla, 5th Settlement Compounds,3,3,305,4400000
Duplex, New Capital Compounds,4,3,414,4400000
Apartment, 5th Settlement Compounds,3,3,184,4412625
Penthouse, North Investors Area,3,3,167,4418000
Penthouse, 5th Settlement Compounds,3,3,220,4418000
Apartment, 5th Settlement Compounds,3,3,191,4420000
Apartment, New Capital Compounds,3,3,161,4422875
Apartment, South Investors Area,4,3,173,4428000
Apartment, 5th Settlement Compounds,3,3,210,4432244
Townhouse, 5th Settlement Compounds,3,3,166,4434000
Apartment, New Capital Compounds,3,3,222,4440000
Apartment, New Capital Compounds,3,3,215,4446875
Apartment, 5th Settlement Compounds,3,3,170,4450000
Apartment, 5th Settlement Compounds,3,3,170,4450000
Apartment, Al Rehab,3,3,200,4450000
Apartment, 5th Settlement Compounds,3,3,212,4450000
Duplex, 5th Settlement Compounds,3,3,216,4450000
iVilla, 5th Settlement Compounds,3,3,300,4450000
iVilla, 5th Settlement Compounds,3,3,300,4450000
Twin House, Cairo,3,3,366,4450000
Apartment, 5th Settlement Compounds,2,3,161,4460000
Apartment, 5th Settlement Compounds,3,3,239,4460000
Apartment, 5th Settlement Compounds,3,3,173,4468000
Apartment, 5th Settlement Compounds,3,3,173,4468000
Apartment, 5th Settlement Compounds,3,3,188,4470000
Apartment, 5th Settlement Compounds,3,3,188,4470000
Townhouse, Mostakbal City Compounds,3,3,196,4475000
Townhouse, 5th Settlement Compounds,2,3,160,4485000
Apartment, 5th Settlement Compounds,3,3,155,4485700
Apartment, 6th District,2,3,160,4493000
Apartment, 5th Settlement Compounds,3,3,132,4500000
Apartment, 5th Settlement Compounds,4,3,133,4500000
Townhouse, 5th Settlement Compounds,3,3,150,4500000
Apartment, 5th Settlement Compounds,2,3,158,4500000
Townhouse, 5th Settlement Compounds,2,3,160,4500000
Apartment, 5th Settlement Compounds,2,3,161,4500000
Apartment, 5th Settlement Compounds,3,3,165,4500000
Apartment, Uptown Cairo,3,3,170,4500000
Apartment, Uptown Cairo,3,3,170,4500000
Apartment, South Investors Area,3,3,173,4500000
Apartment, 5th Settlement Compounds,3,3,180,4500000
Apartment, 6th District,3,3,183,4500000
Apartment, 5th Settlement Compounds,3,3,185,4500000
Apartment, 5th Settlement Compounds,3,3,186,4500000
Apartment, North Investors Area,3,3,195,4500000
Townhouse, El Katameya Compounds,3,3,200,4500000
Townhouse, Cairo,3,3,200,4500000
Townhouse, Cairo,3,3,200,4500000
Villa, Cairo,3,3,200,4500000
Duplex, 5th Settlement Compounds,3,3,202,4500000
Penthouse, North Investors Area,3,3,205,4500000
Apartment, 5th Settlement Compounds,3,3,207,4500000
Apartment, 5th Settlement Compounds,3,3,209,4500000
Penthouse, South Investors Area,3,3,210,4500000
Apartment, 5th Settlement Compounds,3,3,210,4500000
Apartment, 5th Settlement Compounds,4,3,210,4500000
Apartment, Al Rehab,3,3,211,4500000
Apartment, 5th Settlement Compounds,3,3,215,4500000
Apartment, 5th Settlement Compounds,3,3,215,4500000
Apartment, 5th Settlement Compounds,3,3,215,4500000
Apartment, 5th Settlement Compounds,3,3,215,4500000
Apartment, 5th Settlement Compounds,3,3,215,4500000
Apartment, 5th Settlement Compounds,4,3,215,4500000
Apartment, 5th Settlement Compounds,4,3,220,4500000
Apartment, Uptown Cairo,3,3,224,4500000
Apartment, 5th Settlement Compounds,3,3,225,4500000
iVilla, 5th Settlement Compounds,3,3,228,4500000
Apartment, Ard El Golf,3,3,230,4500000
Penthouse, North Investors Area,4,3,230,4500000
Villa, Cairo,3,3,231,4500000
Apartment, Al Rehab,3,3,235,4500000
iVilla, 5th Settlement Compounds,3,3,235,4500000
Duplex, 5th Settlement Compounds,4,3,235,4500000
Apartment, 5th Settlement Compounds,3,3,240,4500000
Apartment, 5th Settlement Compounds,3,3,240,4500000
Apartment, 5th Settlement Compounds,3,3,240,4500000
Townhouse, Cairo,3,3,240,4500000
Townhouse, Cairo,3,3,240,4500000
iVilla, 5th Settlement Compounds,3,3,245,4500000
Apartment, El Korba,3,3,250,4500000
Townhouse, Cairo,3,3,250,4500000
Townhouse, Cairo,3,3,250,4500000
Penthouse, El Katameya Compounds,3,3,250,4500000
Duplex, 5th Settlement Compounds,3,3,258,4500000
Duplex, 5th Settlement Compounds,4,3,260,4500000
Penthouse, 5th Settlement Compounds,3,3,270,4500000
Apartment, Hay El Maadi,4,3,275,4500000
Villa, 5th Settlement Compounds,4,3,278,4500000
Apartment, El Ismailia Square,3,3,285,4500000
Townhouse, 5th Settlement Compounds,2,3,300,4500000
Townhouse, 5th Settlement Compounds,2,3,300,4500000
Villa, El Shorouk Compounds,3,3,300,4500000
iVilla, 5th Settlement Compounds,3,3,300,4500000
iVilla, 5th Settlement Compounds,3,3,305,4500000
iVilla, 5th Settlement Compounds,3,3,305,4500000
iVilla, 5th Settlement Compounds,3,3,305,4500000
iVilla, 5th Settlement Compounds,3,3,305,4500000
Twin House, 5th Settlement Compounds,4,3,305,4500000
Villa, Cairo,3,3,320,4500000
Apartment, Cairo,3,3,320,4500000
Apartment, Cairo,3,3,327,4500000
Villa, 5th Settlement Compounds,4,3,350,4500000
Apartment, Roxy,4,3,350,4500000
Duplex, Al Narges,3,3,360,4500000
Apartment, Ganoob El Acadimia,4,3,370,4500000
Penthouse, District 5,4,3,600,4500000
Townhouse, 5th Settlement Compounds,2,3,160,4501500
Twin House, El Shorouk Compounds,3,3,373,4518528
Apartment, 5th Settlement Compounds,3,3,215,4520000
Penthouse, North Investors Area,3,3,187,4534000
Duplex, El Shorouk Compounds,3,3,176,4536555
Apartment, New Capital Compounds,3,3,179,4539000
Townhouse, 5th Settlement Compounds,3,3,166,4540000
Apartment, 5th Settlement Compounds,3,3,211,4548000
Apartment, 5th Settlement Compounds,3,3,148,4550000
Apartment, 5th Settlement Compounds,3,3,187,4550000
iVilla, 5th Settlement Compounds,4,3,235,4550000
iVilla, 5th Settlement Compounds,3,3,278,4550000
iVilla, 5th Settlement Compounds,3,3,300,4550000
Duplex, 5th Settlement Compounds,3,3,305,4550000
Villa, 5th Settlement Compounds,4,3,305,4550000
Apartment, 5th Settlement Compounds,3,3,165,4551000
Penthouse, 5th Settlement Compounds,3,3,160,4554066
Apartment, El Katameya Compounds,3,3,160,4568000
Duplex, Mostakbal City Compounds,3,3,263,4586000
Apartment, 5th Settlement Compounds,3,3,165,4590000
Apartment, 5th Settlement Compounds,3,3,177,4591958
Apartment, 5th Settlement Compounds,3,3,160,4600000
Apartment, Uptown Cairo,2,3,170,4600000
Apartment, 5th Settlement Compounds,3,3,181,4600000
Apartment, North Investors Area,3,3,185,4600000
Apartment, North Investors Area,3,3,186,4600000
Apartment, North Investors Area,3,3,186,4600000
Townhouse, 5th Settlement Compounds,3,3,187,4600000
Apartment, 5th Settlement Compounds,3,3,188,4600000
Penthouse, 5th Settlement Compounds,3,3,188,4600000
Apartment, Al Andalus District,3,3,188,4600000
Apartment, 5th Settlement Compounds,3,3,190,4600000
Apartment, 5th Settlement Compounds,3,3,191,4600000
Apartment, 5th Settlement Compounds,3,3,192,4600000
Apartment, North Investors Area,3,3,195,4600000
Apartment, Mostakbal City Compounds,3,3,195,4600000
Penthouse, South Investors Area,3,3,200,4600000
Apartment, 5th Settlement Compounds,3,3,207,4600000
Apartment, 5th Settlement Compounds,3,3,210,4600000
Apartment, 5th Settlement Compounds,3,3,215,4600000
Villa, Cairo,3,3,231,4600000
Townhouse, Mostakbal City Compounds,3,3,240,4600000
Apartment, 5th Settlement Compounds,3,3,240,4600000
Townhouse, 5th Settlement Compounds,2,3,250,4600000
Townhouse, 5th Settlement Compounds,3,3,287,4600000
Townhouse, 5th Settlement Compounds,2,3,360,4600000
Apartment, 5th Settlement Compounds,3,3,213,4610000
Apartment, Mostakbal City Compounds,3,3,206,4640000
Apartment, 5th Settlement Compounds,2,3,154,4650000
Apartment, 5th Settlement Compounds,3,3,160,4650000
Apartment, 5th Settlement Compounds,3,3,187,4650000
Penthouse, North Investors Area,3,3,187,4650000
Apartment, 5th Settlement Compounds,3,3,215,4650000
Apartment, 5th Settlement Compounds,3,3,215,4650000
Duplex, New Cairo City,3,3,300,4650000
Villa, 5th Settlement Compounds,4,3,422,4660000
Villa, 5th Settlement Compounds,4,3,422,4660000
Apartment, 5th Settlement Compounds,3,3,165,4668000
Apartment, New Capital Compounds,3,3,227,4668000
Apartment, 5th Settlement Compounds,3,3,161,4680000
Apartment, 5th Settlement Compounds,3,3,150,4700000
Apartment, 5th Settlement Compounds,3,3,150,4700000
Apartment, 5th Settlement Compounds,2,3,154,4700000
Apartment, South Investors Area,3,3,154,4700000
Townhouse, 5th Settlement Compounds,3,3,166,4700000
Townhouse, 5th Settlement Compounds,3,3,166,4700000
Apartment, North Investors Area,3,3,167,4700000
Apartment, North Investors Area,3,3,167,4700000
Penthouse, North Investors Area,3,3,167,4700000
Apartment, 5th Settlement Compounds,3,3,167,4700000
Apartment, North Investors Area,3,3,167,4700000
Townhouse, 5th Settlement Compounds,3,3,180,4700000
Apartment, 5th Settlement Compounds,3,3,187,4700000
Apartment, 5th Settlement Compounds,3,3,192,4700000
Apartment, North Investors Area,3,3,195,4700000
Apartment, North Investors Area,3,3,195,4700000
Apartment, 5th Settlement Compounds,3,3,210,4700000
Duplex, 6th District,4,3,214,4700000
iVilla, El Katameya Compounds,3,3,223,4700000
iVilla, El Katameya Compounds,3,3,223,4700000
Apartment, El Manial,3,3,225,4700000
Duplex, 5th Settlement Compounds,3,3,234,4700000
Duplex, North Investors Area,3,3,245,4700000
Apartment, Al Rehab,4,3,262,4700000
iVilla, 5th Settlement Compounds,3,3,278,4700000
Penthouse, North Investors Area,3,3,307,4700000
Duplex, 5th Settlement Compounds,3,3,330,4700000
Penthouse, North Investors Area,3,3,188,4711000
Apartment, 5th Settlement Compounds,3,3,166,4713000
Duplex, New Capital Compounds,3,3,364,4715000
Apartment, North Investors Area,3,3,168,4718000
Apartment, North Investors Area,3,3,168,4718000
Apartment, El Katameya Compounds,3,3,215,4725000
Penthouse, 5th Settlement Compounds,5,3,275,4745000
Apartment, 5th Settlement Compounds,3,3,154,4750000
Apartment, 5th Settlement Compounds,3,3,161,4750000
Townhouse, South Investors Area,3,3,166,4750000
Apartment, 5th Settlement Compounds,2,3,167,4750000
Apartment, 5th Settlement Compounds,3,3,188,4750000
Villa, El Patio,3,3,202,4750000
Apartment, 5th Settlement Compounds,3,3,204,4750000
Apartment, 5th Settlement Compounds,3,3,216,4750000
Penthouse, South Investors Area,4,3,234,4750000
Apartment, Al Andalus District,3,3,235,4750000
Apartment, District 5,3,3,245,4750000
Penthouse, 5th Settlement Compounds,3,3,262,4750000
iVilla, 5th Settlement Compounds,3,3,278,4750000
Apartment, 5th Settlement Compounds,3,3,155,4762000
Villa, 6th District,3,3,251,4790000
Apartment, Sheraton Al Matar,4,3,300,4799999
Apartment, 5th Settlement Compounds,2,3,150,4800000
Apartment, South Investors Area,3,3,166,4800000
Apartment, North Investors Area,3,3,167,4800000
Apartment, North Investors Area,3,3,168,4800000
Apartment, South Investors Area,3,3,195,4800000
Apartment, 5th Settlement Compounds,3,3,210,4800000
Apartment, 5th Settlement Compounds,3,3,217,4800000
Apartment, 5th Settlement Compounds,3,3,217,4800000
iVilla, Al Andalus District,3,3,223,4800000
iVilla, 5th Settlement Compounds,3,3,235,4800000
Penthouse, 5th Settlement Compounds,3,3,240,4800000
iVilla, 5th Settlement Compounds,3,3,300,4800000
Villa, El Shorouk Compounds,4,3,340,4800000
Duplex, 1st Zone,5,3,500,4800000
Apartment, 5th Settlement Compounds,5,3,289,4805188
Twin House, Ring Road,3,3,194,4808010
Twin House, Ring Road,3,3,194,4808010
Twin House, Ring Road,3,3,194,4808010
Twin House, Ring Road,3,3,194,4808010
Twin House, Ring Road,3,3,194,4808010
Townhouse, 5th Settlement Compounds,3,3,166,4812400
Townhouse, Mostakbal City Compounds,3,3,240,4817000
Townhouse, El Shorouk Compounds,3,3,253,4817000
iVilla, El Katameya Compounds,3,3,223,4820000
iVilla, El Katameya Compounds,3,3,223,4820000
Apartment, 5th Settlement Compounds,3,3,213,4828000
