type,location,bedroom,bathroom,size_sqm,price
Apartment, 5th Settlement Compounds,3,3,213,4828000
Townhouse, El Patio,3,3,213,4830000
Apartment, New Capital Compounds,3,3,175,4832000
Apartment, 5th Settlement Compounds,3,3,195,4849643
Penthouse, 5th Settlement Compounds,3,3,177,4850000
Apartment, 5th Settlement Compounds,3,3,177,4850000
Penthouse, El Shorouk Compounds,3,3,210,4850000
Apartment, 5th Settlement Compounds,3,3,212,4850000
Apartment, 5th Settlement Compounds,3,3,216,4850000
Duplex, 5th Settlement Compounds,3,3,216,4850000
Apartment, 5th Settlement Compounds,3,3,217,4850000
Apartment, 5th Settlement Compounds,3,3,217,4850000
Apartment, 5th Settlement Compounds,3,3,217,4850000
Villa, 5th Settlement Compounds,4,3,287,4850000
Townhouse, 6th District,4,3,234,4857503
Apartment, 5th Settlement Compounds,3,3,167,4866806
Apartment, 5th Settlement Compounds,3,3,145,4873964
Duplex, Shorouk City,3,3,255,4878500
Duplex, 5th Settlement Compounds,2,3,172,4878822
Apartment, New Capital Compounds,3,3,166,4881000
Apartment, 5th Settlement Compounds,3,3,165,4900000
Apartment, 5th Settlement Compounds,3,3,165,4900000
Villa, 5th Settlement Compounds,3,3,165,4900000
Townhouse, Mostakbal City Compounds,3,3,174,4900000
Villa, The 1st Settlement,4,3,180,4900000
Apartment, 5th Settlement Compounds,3,3,190,4900000
Apartment, 5th Settlement Compounds,3,3,191,4900000
Townhouse, 5th Settlement Compounds,3,3,197,4900000
Townhouse, 5th Settlement Compounds,3,3,197,4900000
Apartment, 5th Settlement Compounds,3,3,207,4900000
Apartment, 5th Settlement Compounds,3,3,210,4900000
Apartment, 5th Settlement Compounds,3,3,217,4900000
Apartment, 5th Settlement Compounds,2,3,223,4900000
Villa, 5th Settlement Compounds,3,3,240,4900000
Villa, New Capital Compounds,3,3,255,4900000
Apartment, Hay El Maadi,4,3,271,4900000
Apartment, Mostakbal City Compounds,3,3,206,4901200
Apartment, 5th Settlement Compounds,3,3,165,4902000
Duplex, South Investors Area,3,3,211,4914000
Villa, 5th Settlement Compounds,3,3,205,4918167
Townhouse, Mostakbal City Compounds,3,3,200,4920000
Apartment, 5th Settlement Compounds,3,3,181,4922000
Apartment, Mostakbal City Compounds,4,3,206,4940400
Townhouse, New Capital Compounds,3,3,253,4942178
Townhouse, 5th Settlement Compounds,3,3,197,4950000
Apartment, 5th Settlement Compounds,3,3,200,4950000
Apartment, 5th Settlement Compounds,3,3,207,4950000
Apartment, 5th Settlement Compounds,3,3,225,4950000
Apartment, 5th Settlement Compounds,3,3,225,4950000
iVilla, 5th Settlement Compounds,3,3,305,4950000
Apartment, 5th Settlement Compounds,3,3,191,4970000
Apartment, 5th Settlement Compounds,3,3,191,4970000
Apartment, 5th Settlement Compounds,3,3,165,4977000
Apartment, South Investors Area,3,3,200,4979000
Apartment, 5th Settlement Compounds,3,3,191,4995000
Apartment, North Investors Area,3,3,240,4999999
Apartment, Uptown Cairo,3,3,145,5000000
Townhouse, El Shorouk Compounds,3,3,160,5000000
Apartment, 5th Settlement Compounds,3,3,165,5000000
Apartment, 5th Settlement Compounds,3,3,172,5000000
Villa, Mostakbal City Compounds,3,3,174,5000000
Apartment, 5th Settlement Compounds,2,3,181,5000000
Apartment, 5th Settlement Compounds,3,3,181,5000000
Apartment, 5th Settlement Compounds,3,3,182,5000000
Apartment, 5th Settlement Compounds,3,3,186,5000000
Apartment, 5th Settlement Compounds,3,3,188,5000000
Villa, Cairo,3,3,190,5000000
Villa, Cairo,3,3,190,5000000
Apartment, 5th Settlement Compounds,3,3,191,5000000
Townhouse, Cairo,3,3,191,5000000
Apartment, 5th Settlement Compounds,3,3,192,5000000
Townhouse, 5th Settlement Compounds,3,3,197,5000000
Townhouse, El Patio,3,3,198,5000000
Villa, 5th Settlement Compounds,3,3,207,5000000
Apartment, 5th Settlement Compounds,3,3,207,5000000
Apartment, 5th Settlement Compounds,3,3,207,5000000
Apartment, 5th Settlement Compounds,3,3,207,5000000
Apartment, El Patio,4,3,209,5000000
Apartment, 5th Settlement Compounds,3,3,210,5000000
Apartment, 5th Settlement Compounds,3,3,210,5000000
Apartment, 5th Settlement Compounds,3,3,210,5000000
Apartment, 5th Settlement Compounds,3,3,210,5000000
Apartment, 5th Settlement Compounds,3,3,210,5000000
Townhouse, Mostakbal City Compounds,3,3,210,5000000
Apartment, El Katameya Compounds,3,3,212,5000000
Apartment, 5th Settlement Compounds,3,3,212,5000000
Townhouse, El Patio,3,3,213,5000000
Villa, 6th District,4,3,214,5000000
iVilla, 5th Settlement Compounds,3,3,223,5000000
Villa, Cairo,3,3,231,5000000
Apartment, 5th Settlement Compounds,3,3,232,5000000
Penthouse, 5th Settlement Compounds,4,3,233,5000000
iVilla, 5th Settlement Compounds,4,3,235,5000000
Villa, Cairo,3,3,237,5000000
Villa, 5th Settlement Compounds,3,3,245,5000000
Villa, 5th Settlement Compounds,3,3,250,5000000
Apartment, New Capital Compounds,4,3,250,5000000
Apartment, El Katameya Compounds,4,3,250,5000000
Townhouse, 5th Settlement Compounds,3,3,266,5000000
Duplex, 5th Settlement Compounds,3,3,268,5000000
iVilla, 5th Settlement Compounds,3,3,278,5000000
Townhouse, 5th Settlement Compounds,3,3,279,5000000
Townhouse, 5th Settlement Compounds,3,3,279,5000000
Apartment, 5th Settlement Compounds,4,3,282,5000000
Penthouse, South Investors Area,4,3,285,5000000
Penthouse, South Investors Area,4,3,285,5000000
Penthouse, 5th Settlement Compounds,3,3,286,5000000
Duplex, 5th Settlement Compounds,3,3,287,5000000
Duplex, 5th Settlement Compounds,3,3,287,5000000
iVilla, 5th Settlement Compounds,3,3,287,5000000
iVilla, 5th Settlement Compounds,3,3,287,5000000
iVilla, 5th Settlement Compounds,3,3,300,5000000
iVilla, 5th Settlement Compounds,3,3,300,5000000
Villa, 5th Settlement Compounds,3,3,300,5000000
Apartment, Rehab City Forth Phase,4,3,300,5000000
Apartment, Almazah,4,3,300,5000000
iVilla, 5th Settlement Compounds,3,3,305,5000000
iVilla, 5th Settlement Compounds,3,3,305,5000000
Villa, Cairo,3,3,313,5000000
Villa, Cairo,3,3,330,5000000
Duplex, El Katameya Compounds,4,3,350,5000000
Apartment, New Cairo City,4,3,420,5000000
Villa, Cairo - Ismailia Desert Road,3,3,437,5000000
Duplex, Ganoob El Acadimia,4,3,500,5000000
Villa, Cairo - Ismailia Desert Road,4,3,613,5000000
iVilla, 5th Settlement Compounds,3,3,230,5011485
iVilla, New Capital Compounds,3,3,325,5012000
Apartment, New Capital Compounds,3,3,195,5014000
Townhouse, Mostakbal City Compounds,3,3,239,5023540
Duplex, 5th Settlement Compounds,3,3,249,5028145
Duplex, 5th Settlement Compounds,3,3,249,5028145
Apartment, Mostakbal City Compounds,4,3,263,5030100
iVilla, 5th Settlement Compounds,3,3,300,5040000
Apartment, Uptown Cairo,3,3,228,5068000
iVilla, 5th Settlement Compounds,3,3,278,5075999
Villa, El Patio,4,3,213,5080000
Apartment, 5th Settlement Compounds,3,3,180,5100000
Apartment, 5th Settlement Compounds,3,3,180,5100000
Apartment, 5th Settlement Compounds,3,3,185,5100000
Apartment, 5th Settlement Compounds,3,3,185,5100000
Penthouse, 6th District,3,3,187,5100000
Apartment, North Investors Area,3,3,205,5100000
Apartment, 5th Settlement Compounds,3,3,207,5100000
Apartment, 5th Settlement Compounds,4,3,216,5100000
Apartment, 5th Settlement Compounds,3,3,225,5100000
Apartment, 5th Settlement Compounds,3,3,236,5100000
Townhouse, 5th Settlement Compounds,3,3,266,5100000
Apartment, 5th Settlement Compounds,2,3,282,5100000
Villa, El Patio,4,3,320,5100000
Duplex, New Capital Compounds,4,3,351,5124600
Apartment, North Investors Area,3,3,240,5125000
Apartment, New Cairo City,4,3,420,5125000
Apartment, Mostakbal City Compounds,4,3,264,5129200
Apartment, 5th Settlement Compounds,2,3,143,5145839
Townhouse, 5th Settlement Compounds,3,3,187,5150000
Townhouse, 5th Settlement Compounds,3,3,260,5150000
iVilla, 5th Settlement Compounds,3,3,278,5150000
Townhouse, Mostakbal City Compounds,3,3,215,5168130
iVilla, 5th Settlement Compounds,3,3,230,5175000
Duplex, 5th Settlement Compounds,3,3,209,5180000
Townhouse, 6th District,4,3,234,5188712
Townhouse, 6th District,4,3,290,5188712
iVilla, 5th Settlement Compounds,3,3,240,5199999
Apartment, 5th Settlement Compounds,3,3,160,5200000
Apartment, 5th Settlement Compounds,3,3,166,5200000
Apartment, Uptown Cairo,2,3,179,5200000
Townhouse, 6th District,3,3,185,5200000
Apartment, 5th Settlement Compounds,3,3,185,5200000
Townhouse, The 1st Settlement,3,3,185,5200000
Twin House, El Patio,3,3,185,5200000
Penthouse, 5th Settlement Compounds,3,3,186,5200000
Apartment, 5th Settlement Compounds,3,3,190,5200000
Apartment, 5th Settlement Compounds,3,3,190,5200000
Townhouse, 5th Settlement Compounds,3,3,197,5200000
Apartment, 5th Settlement Compounds,3,3,198,5200000
Apartment, 5th Settlement Compounds,3,3,205,5200000
Apartment, North Investors Area,3,3,205,5200000
Apartment, 5th Settlement Compounds,3,3,205,5200000
Townhouse, 5th Settlement Compounds,3,3,210,5200000
Villa, El Patio,3,3,220,5200000
Duplex, 5th Settlement Compounds,3,3,230,5200000
Apartment, The 1st Settlement,3,3,230,5200000
Apartment, The 1st Settlement,3,3,230,5200000
Apartment, El Katameya Compounds,3,3,240,5200000
Townhouse, Rehab City First Phase,3,3,240,5200000
iVilla, 5th Settlement Compounds,3,3,245,5200000
Duplex, 5th Settlement Compounds,3,3,255,5200000
Duplex, 5th Settlement Compounds,3,3,255,5200000
Duplex, 5th Settlement Compounds,3,3,255,5200000
Penthouse, North Investors Area,4,3,270,5200000
iVilla, 5th Settlement Compounds,3,3,280,5200000
Penthouse, The 1st Settlement,3,3,280,5200000
Penthouse, The 1st Settlement,3,3,280,5200000
Apartment, North Investors Area,3,3,205,5200001
Townhouse, Mostakbal City Compounds,4,3,239,5213000
Apartment, New Capital Compounds,4,3,280,5214000
Apartment, 5th Settlement Compounds,3,3,177,5250000
Apartment, 5th Settlement Compounds,3,3,180,5250000
Apartment, 5th Settlement Compounds,3,3,180,5250000
Apartment, 5th Settlement Compounds,3,3,189,5250000
Apartment, 5th Settlement Compounds,3,3,200,5250000
Apartment, North Investors Area,3,3,204,5250000
Apartment, North Investors Area,3,3,204,5250000
iVilla, 5th Settlement Compounds,3,3,222,5250000
Penthouse, 5th Settlement Compounds,3,3,262,5250000
Townhouse, 5th Settlement Compounds,4,3,266,5250000
Apartment, New Cairo City,4,3,315,5250000
Duplex, 5th Settlement Compounds,3,3,310,5258415
Penthouse, North Investors Area,3,3,205,5259748
Apartment, North Investors Area,3,3,195,5268000
Apartment, 5th Settlement Compounds,5,3,255,5268386
Apartment, Mostakbal City Compounds,3,3,214,5275000
Villa, El Patio,4,3,255,5280000
Villa, El Patio,4,3,255,5280000
Villa, El Patio,4,3,255,5280000
Apartment, 5th Settlement Compounds,3,3,216,5282500
Townhouse, 6th District,3,3,234,5296000
Apartment, North Investors Area,3,3,180,5300000
Apartment, 5th Settlement Compounds,3,3,204,5300000
Apartment, 5th Settlement Compounds,3,3,204,5300000
Townhouse, El Patio,3,3,210,5300000
iVilla, Al Andalus District,3,3,220,5300000
Apartment, North Investors Area,3,3,220,5300000
Apartment, 5th Settlement Compounds,4,3,266,5300000
Duplex, 5th Settlement Compounds,3,3,278,5300000
Duplex, 5th Settlement Compounds,3,3,278,5300000
Duplex, 5th Settlement Compounds,3,3,278,5300000
iVilla, 5th Settlement Compounds,4,3,278,5300000
iVilla, 5th Settlement Compounds,3,3,305,5300000
Villa, Cairo,3,3,231,5300002
Apartment, 5th Settlement Compounds,3,3,177,5335000
Duplex, 5th Settlement Compounds,3,3,227,5345000
Apartment, 5th Settlement Compounds,2,3,156,5350000
Townhouse, 5th Settlement Compounds,3,3,187,5350000
Apartment, Cairo,5,3,236,5350000
Penthouse, South Investors Area,3,3,237,5350000
Apartment, 5th Settlement Compounds,3,3,266,5350000
Penthouse, 5th Settlement Compounds,3,3,284,5350000
Penthouse, 5th Settlement Compounds,3,3,284,5350000
iVilla, 5th Settlement Compounds,3,3,287,5350000
Duplex, 5th Settlement Compounds,3,3,227,5365000
iVilla, 5th Settlement Compounds,3,3,240,5368000
Penthouse, North Investors Area,3,3,187,5374000
iVilla, 5th Settlement Compounds,3,3,230,5381250
Townhouse, New Capital Compounds,4,3,386,5395000
Apartment, 5th Settlement Compounds,3,3,179,5400000
Apartment, 5th Settlement Compounds,3,3,190,5400000
Villa, 5th Settlement Compounds,3,3,197,5400000
Townhouse, Mostakbal City Compounds,3,3,200,5400000
Apartment, El Shorouk Compounds,3,3,210,5400000
Apartment, El Shorouk Compounds,3,3,210,5400000
Apartment, El Shorouk Compounds,3,3,210,5400000
Duplex, 6th District,4,3,214,5400000
Duplex, 6th District,4,3,214,5400000
Duplex, 6th District,4,3,214,5400000
Townhouse, 6th District,4,3,214,5400000
Townhouse, 6th District,4,3,214,5400000
Townhouse, 6th District,4,3,214,5400000
Townhouse, 6th District,4,3,214,5400000
Townhouse, 6th District,4,3,214,5400000
Duplex, 6th District,4,3,214,5400000
Villa, 6th District,4,3,214,5400000
Apartment, North Investors Area,3,3,220,5400000
Apartment, 5th Settlement Compounds,3,3,238,5400000
Duplex, 5th Settlement Compounds,3,3,260,5400000
Townhouse, 5th Settlement Compounds,3,3,266,5400000
Apartment, 5th Settlement Compounds,3,3,189,5417000
Duplex, North Investors Area,3,3,205,5430000
Villa, 5th Settlement Compounds,3,3,180,5431000
Apartment, 5th Settlement Compounds,3,3,160,5450000
Apartment, 5th Settlement Compounds,3,3,160,5450000
Apartment, South Investors Area,3,3,199,5460000
Townhouse, 5th Settlement Compounds,3,3,205,5496000
Villa, Cairo,3,3,267,5499999
Villa, 5th Settlement Compounds,3,3,165,5500000
Apartment, 5th Settlement Compounds,4,3,172,5500000
Apartment, Uptown Cairo,2,3,179,5500000
Apartment, 5th Settlement Compounds,3,3,185,5500000
Apartment, 5th Settlement Compounds,3,3,186,5500000
Apartment, 5th Settlement Compounds,3,3,187,5500000
Apartment, 5th Settlement Compounds,3,3,187,5500000
Apartment, 5th Settlement Compounds,3,3,188,5500000
Apartment, 5th Settlement Compounds,3,3,190,5500000
Apartment, 5th Settlement Compounds,3,3,190,5500000
Apartment, 5th Settlement Compounds,3,3,191,5500000
Apartment, 5th Settlement Compounds,3,3,191,5500000
Apartment, 5th Settlement Compounds,3,3,200,5500000
Townhouse, Cairo,3,3,200,5500000
Villa, Cairo,3,3,201,5500000
Apartment, North Investors Area,3,3,203,5500000
Townhouse, 5th Settlement Compounds,3,3,205,5500000
Villa, The 1st Settlement,4,3,210,5500000
Townhouse, 6th District,4,3,214,5500000
Apartment, Zamalek,3,3,220,5500000
Apartment, 5th Settlement Compounds,3,3,220,5500000
Villa, Cairo,3,3,226,5500000
Villa, 5th Settlement Compounds,3,3,230,5500000
Villa, Cairo,3,3,233,5500000
Duplex, 5th Settlement Compounds,3,3,234,5500000
Duplex, 5th Settlement Compounds,3,3,235,5500000
iVilla, 5th Settlement Compounds,3,3,235,5500000
Duplex, 5th Settlement Compounds,3,3,236,5500000
Duplex, 5th Settlement Compounds,3,3,236,5500000
Duplex, 5th Settlement Compounds,3,3,236,5500000
Villa, Cairo,3,3,237,5500000
Villa, Cairo,3,3,239,5500000
Villa, Cairo,3,3,240,5500000
iVilla, 5th Settlement Compounds,3,3,240,5500000
Penthouse, 5th Settlement Compounds,3,3,245,5500000
Apartment, El Katameya Compounds,3,3,250,5500000
Apartment, 5th Settlement Compounds,3,3,250,5500000
iVilla, 5th Settlement Compounds,3,3,250,5500000
Apartment, Roxy,3,3,250,5500000
Villa, 5th Settlement Compounds,3,3,260,5500000
Apartment, Cairo,3,3,261,5500000
Townhouse, 5th Settlement Compounds,3,3,266,5500000
Apartment, North Investors Area,3,3,270,5500000
Duplex, 5th Settlement Compounds,3,3,278,5500000
Apartment, 5th Settlement Compounds,3,3,278,5500000
Apartment, 5th Settlement Compounds,3,3,278,5500000
iVilla, 5th Settlement Compounds,3,3,279,5500000
iVilla, 5th Settlement Compounds,3,3,279,5500000
Townhouse, 5th Settlement Compounds,3,3,280,5500000
Townhouse, 5th Settlement Compounds,3,3,280,5500000
Apartment, 5th Settlement Compounds,3,3,286,5500000
Duplex, 5th Settlement Compounds,3,3,286,5500000
Penthouse, 5th Settlement Compounds,3,3,298,5500000
iVilla, 5th Settlement Compounds,3,3,300,5500000
iVilla, 5th Settlement Compounds,3,3,300,5500000
Townhouse, 5th Settlement Compounds,3,3,300,5500000
Townhouse, 5th Settlement Compounds,3,3,315,5500000
Apartment, El Mahkama Square,4,3,335,5500000
Apartment, Hay El Maadi,4,3,350,5500000
Twin House, 5th Settlement Compounds,3,3,380,5500000
Apartment, Hay El Maadi,3,3,400,5500000
Apartment, Area A,4,3,430,5500000
iVilla, 5th Settlement Compounds,4,3,485,5500000
Duplex, 5th Settlement Compounds,3,3,227,5540000
Penthouse, 5th Settlement Compounds,3,3,280,5545000
Apartment, 5th Settlement Compounds,2,3,148,5550000
Apartment, 5th Settlement Compounds,3,3,266,5550000
Apartment, Cairo,3,3,320,5550000
Duplex, 5th Settlement Compounds,3,3,227,5555000
Villa, 6th District,3,3,270,5559000
Apartment, 5th Settlement Compounds,3,3,160,5600000
Apartment, El Katameya Compounds,3,3,182,5600000
Apartment, 5th Settlement Compounds,3,3,191,5600000
Apartment, 5th Settlement Compounds,3,3,191,5600000
Townhouse, 5th Settlement Compounds,3,3,200,5600000
Duplex, El Katameya Compounds,3,3,203,5600000
Twin House, El Shorouk Compounds,3,3,215,5600000
Villa, Al Rehab,3,3,226,5600000
Villa, Rehab City First Phase,4,3,227,5600000
Villa, Al Rehab,4,3,227,5600000
Duplex, 5th Settlement Compounds,3,3,240,5600000
Apartment, Cairo,3,3,255,5600000
Apartment, The 1st Settlement,3,3,274,5600000
Penthouse, Al Andalus District,2,3,276,5600000
iVilla, 5th Settlement Compounds,3,3,278,5600000
iVilla, 5th Settlement Compounds,3,3,240,5605260
Apartment, New Capital Compounds,3,3,256,5608559
Apartment, 5th Settlement Compounds,3,3,233,5613000
Townhouse, 5th Settlement Compounds,3,3,166,5614000
Apartment, 5th Settlement Compounds,4,3,185,5643611
Apartment, 5th Settlement Compounds,3,3,182,5650000
Apartment, 5th Settlement Compounds,3,3,190,5650000
Apartment, 5th Settlement Compounds,3,3,216,5650000
Villa, Rehab City Second Phase,4,3,227,5650000
iVilla, 5th Settlement Compounds,4,3,300,5650000
Townhouse, 6th District,3,3,234,5676000
Townhouse, 5th Settlement Compounds,4,3,266,5690000
Apartment, 5th Settlement Compounds,3,3,172,5700000
Apartment, 5th Settlement Compounds,3,3,188,5700000
Apartment, 5th Settlement Compounds,3,3,189,5700000
Apartment, 5th Settlement Compounds,3,3,192,5700000
Apartment, 5th Settlement Compounds,3,3,200,5700000
Apartment, 5th Settlement Compounds,3,3,200,5700000
Townhouse, El Patio,3,3,205,5700000
Apartment, 5th Settlement Compounds,3,3,210,5700000
Apartment, Uptown Cairo,3,3,225,5700000
Duplex, 5th Settlement Compounds,3,3,236,5700000
Apartment, 5th Settlement Compounds,3,3,236,5700000
Duplex, 5th Settlement Compounds,3,3,236,5700000
Duplex, 5th Settlement Compounds,4,3,236,5700000
Villa, El Shorouk Compounds,3,3,260,5700000
Villa, El Shorouk Compounds,3,3,260,5700000
Villa, El Shorouk Compounds,3,3,260,5700000
Villa, El Shorouk Compounds,3,3,260,5700000
Townhouse, 5th Settlement Compounds,3,3,270,5700000
Townhouse, 5th Settlement Compounds,3,3,285,5700000
iVilla, 5th Settlement Compounds,3,3,324,5700000
